id,door buster,in stock,is online,launch date,has image,status code,status,Has Price,Price
41858,1,1,0,10/20/2015,0,3,Active,2,98
41859,0,0,1,10/1/2015,1,2,In Progress,1,7
41860,0,0,1,10/1/2015,0,4,-,4,64
41861,0,1,1,12/18/2015,1,3,Active,4,21.26
41862,1,0,0,12/11/2015,1,1,Not Started,4,32
41863,1,1,0,11/5/2015,0,1,Not Started,3,9
41864,1,1,1,10/12/2015,1,3,Active,0,0
41865,1,1,0,11/16/2015,0,1,Not Started,3,4.33
41866,0,0,1,11/21/2015,1,1,Not Started,4,72
41867,1,0,1,11/3/2015,1,3,Active,2,5.66
41868,1,0,1,11/23/2015,1,2,In Progress,2,4.16
41869,0,1,0,10/15/2015,0,2,In Progress,0,0
41870,0,0,0,12/9/2015,0,4,-,2,32
41871,0,0,1,10/16/2015,0,2,In Progress,2,9.9
41872,1,0,1,10/30/2015,0,4,-,4,50
41873,1,1,1,10/4/2015,0,3,Active,3,25.46
41874,1,1,1,10/12/2015,1,2,In Progress,0,0
41875,0,0,1,12/12/2015,1,1,Not Started,0,0
41876,1,1,1,11/8/2015,0,2,In Progress,4,2500
41877,0,0,0,11/23/2015,0,3,Active,2,8.49
41878,1,1,0,10/18/2015,1,1,Not Started,1,7
41879,0,1,1,11/8/2015,0,4,-,4,32
41880,0,0,1,11/22/2015,1,3,Active,1,2
41881,1,1,0,12/13/2015,1,4,-,4,32
41882,1,1,1,11/30/2015,1,3,Active,3,192
41883,1,0,1,11/2/2015,1,3,Active,1,1.73
41884,0,1,1,11/15/2015,1,3,Active,0,0
41885,1,0,0,12/27/2015,0,3,Active,0,0
41886,1,1,0,10/3/2015,0,1,Not Started,4,32
41887,1,0,1,12/30/2015,0,2,In Progress,3,648
41888,1,0,0,10/24/2015,0,1,Not Started,2,3.68
41889,0,0,1,10/17/2015,0,1,Not Started,1,4
41890,0,0,0,10/13/2015,0,4,-,2,18
41891,1,0,0,12/21/2015,0,4,-,4,64
41892,1,0,1,10/13/2015,0,4,-,0,0
41893,1,1,1,11/24/2015,0,1,Not Started,1,3
41894,0,0,1,12/29/2015,0,3,Active,2,8
41895,1,1,1,10/2/2015,1,4,-,0,0
41896,1,1,1,10/12/2015,0,1,Not Started,2,50
41897,0,1,0,12/30/2015,1,4,-,1,1.44
41898,1,0,0,10/29/2015,0,4,-,0,0
41899,1,1,1,12/10/2015,1,3,Active,0,0
41900,1,1,1,10/15/2015,0,1,Not Started,2,32
41901,1,0,0,12/11/2015,0,4,-,3,19.36
41902,0,0,0,12/13/2015,1,1,Not Started,1,2.45
41903,1,1,0,10/10/2015,0,2,In Progress,1,2
41904,1,0,0,11/9/2015,0,4,-,4,1024
41905,1,0,1,11/13/2015,0,3,Active,2,2.62
41906,0,1,0,11/1/2015,0,3,Active,2,4.16
41907,0,0,0,11/26/2015,0,3,Active,3,13.86
41908,1,0,1,12/20/2015,0,3,Active,2,98
41909,1,1,1,11/1/2015,1,3,Active,1,7
41910,1,1,0,11/19/2015,1,2,In Progress,2,2
41911,0,0,1,11/13/2015,0,4,-,0,0
41912,0,0,1,11/18/2015,0,1,Not Started,3,4.9
41913,0,0,1,10/14/2015,0,2,In Progress,0,0
41914,1,0,1,12/23/2015,0,4,-,2,2.83
41915,0,1,0,10/10/2015,0,2,In Progress,1,4
41916,1,1,0,10/2/2015,0,4,-,1,3
41917,1,0,1,11/28/2015,0,2,In Progress,3,24
41918,1,0,0,12/11/2015,0,4,-,2,98
41919,0,1,1,11/4/2015,1,3,Active,3,2.88
41920,0,0,0,10/3/2015,1,2,In Progress,0,0
41921,0,1,0,12/6/2015,0,4,-,3,5.77
41922,1,0,0,10/27/2015,1,2,In Progress,1,7
41923,0,0,0,12/25/2015,1,3,Active,4,2500
41924,1,0,0,10/24/2015,1,3,Active,0,0
41925,0,0,1,12/20/2015,0,3,Active,1,3
41926,1,0,0,12/1/2015,0,2,In Progress,4,32
41927,1,0,0,10/3/2015,1,3,Active,3,25.46
41928,0,0,0,10/10/2015,1,2,In Progress,1,1.91
41929,1,0,1,11/16/2015,0,1,Not Started,4,13.57
41930,1,1,0,11/2/2015,0,3,Active,3,25.46
41931,1,0,0,11/15/2015,0,4,-,0,0
41932,1,1,1,11/12/2015,0,2,In Progress,1,6
41933,0,1,1,10/24/2015,0,3,Active,2,18
41934,1,0,0,10/30/2015,0,3,Active,4,72
41935,1,0,0,12/25/2015,0,1,Not Started,0,0
41936,0,0,1,10/5/2015,0,1,Not Started,4,64
41937,0,1,0,11/5/2015,0,3,Active,3,10.1
41938,0,0,0,10/18/2015,0,2,In Progress,3,10.1
41939,0,1,0,10/31/2015,0,1,Not Started,1,1.41
41940,0,0,1,11/1/2015,0,2,In Progress,1,5
41941,0,0,1,11/18/2015,0,3,Active,0,0
41942,1,0,1,12/10/2015,1,4,-,4,6.87
41943,0,0,0,10/20/2015,1,2,In Progress,0,0
41944,1,1,1,11/21/2015,0,3,Active,0,0
41945,0,1,1,12/4/2015,0,4,-,1,2.65
41946,0,0,1,12/13/2015,0,4,-,3,375
41947,1,0,0,10/20/2015,0,2,In Progress,3,5.77
41948,0,0,0,10/11/2015,0,2,In Progress,4,13.57
41949,1,0,1,10/23/2015,1,1,Not Started,2,72
41950,0,0,0,10/14/2015,0,3,Active,0,0
41951,1,0,0,12/13/2015,0,1,Not Started,3,13.86
41952,0,1,1,11/30/2015,1,1,Not Started,3,7.21
41953,1,0,0,11/23/2015,1,2,In Progress,4,9604
41954,1,1,0,10/2/2015,1,1,Not Started,4,4
41955,1,0,0,10/1/2015,0,1,Not Started,1,2
41956,1,1,0,11/16/2015,1,3,Active,4,6.87
41957,1,1,1,10/30/2015,1,2,In Progress,0,0
41958,0,1,0,11/1/2015,0,2,In Progress,0,0
41959,1,0,0,11/19/2015,1,2,In Progress,3,8.65
41960,0,1,0,12/27/2015,1,3,Active,0,0
41961,0,0,1,12/8/2015,0,3,Active,2,8
41962,0,0,1,10/17/2015,0,1,Not Started,0,0
41963,0,1,1,12/27/2015,1,1,Not Started,4,98
41964,1,1,0,11/7/2015,1,3,Active,3,8.65
41965,1,0,1,10/12/2015,1,2,In Progress,0,0
41966,1,0,0,11/26/2015,1,2,In Progress,0,0
41967,1,1,0,11/3/2015,0,3,Active,2,4.61
41968,1,0,0,10/6/2015,1,4,-,4,32
41969,0,0,0,10/31/2015,0,2,In Progress,2,9.9
41970,1,0,1,12/20/2015,1,2,In Progress,2,5.66
41971,1,0,0,11/20/2015,1,1,Not Started,3,4.9
41972,0,1,1,11/12/2015,0,4,-,3,32.08
41973,1,0,0,12/23/2015,1,1,Not Started,2,9.9
41974,1,0,0,10/25/2015,0,2,In Progress,4,324
41975,1,1,0,11/26/2015,0,1,Not Started,1,1.91
41976,1,0,0,10/29/2015,1,2,In Progress,4,10.08
41977,0,1,1,11/17/2015,1,3,Active,3,4.9
41978,0,1,0,11/28/2015,0,1,Not Started,1,1.82
41979,1,0,1,10/9/2015,0,1,Not Started,2,7.07
41980,0,1,1,12/7/2015,0,1,Not Started,3,24
41981,1,1,1,11/30/2015,0,1,Not Started,0,0
41982,1,0,1,11/12/2015,0,2,In Progress,4,324
41983,1,1,0,11/9/2015,0,4,-,2,2.62
41984,0,1,1,12/15/2015,0,1,Not Started,0,0
41985,0,0,0,12/20/2015,1,1,Not Started,3,81
41986,1,0,1,12/27/2015,1,4,-,2,18
41987,0,1,0,12/15/2015,0,2,In Progress,4,21.26
41988,1,1,0,10/26/2015,0,2,In Progress,3,375
41989,1,1,1,10/31/2015,0,2,In Progress,0,0
41990,0,0,1,11/14/2015,1,2,In Progress,0,0
41991,0,1,0,10/27/2015,0,2,In Progress,2,98
41992,0,0,0,12/3/2015,1,1,Not Started,1,5
41993,0,1,1,11/9/2015,0,2,In Progress,2,2.83
41994,0,0,0,12/28/2015,0,1,Not Started,3,192
41995,1,1,0,10/20/2015,0,3,Active,0,0
41996,1,1,0,10/28/2015,1,2,In Progress,2,4.61
41997,1,0,1,11/27/2015,0,1,Not Started,4,6.87
41998,0,1,1,12/5/2015,0,4,-,2,4.24
41999,0,0,1,11/17/2015,1,2,In Progress,4,98
42000,1,0,0,11/10/2015,0,4,-,4,1024
42001,1,1,1,11/13/2015,1,3,Active,3,81
42002,1,1,0,11/9/2015,0,2,In Progress,0,0
42003,0,0,1,12/15/2015,0,4,-,3,10.1
42004,1,1,0,11/29/2015,0,1,Not Started,3,4.33
42005,0,0,0,12/21/2015,1,1,Not Started,0,0
42006,0,1,0,11/26/2015,1,2,In Progress,4,98
42007,1,1,0,10/2/2015,0,3,Active,3,4.33
42008,0,1,1,12/14/2015,1,3,Active,3,19.36
42009,0,0,0,12/20/2015,1,2,In Progress,3,24
42010,1,0,0,11/12/2015,0,2,In Progress,4,4
42011,1,1,1,12/16/2015,1,1,Not Started,1,2
42012,0,0,0,11/21/2015,0,1,Not Started,2,2
42013,1,1,1,12/15/2015,0,4,-,0,0
42014,0,0,0,10/10/2015,1,1,Not Started,2,8.49
42015,1,1,0,11/20/2015,1,3,Active,0,0
42016,1,1,0,10/9/2015,0,3,Active,2,2.62
42017,0,0,1,12/3/2015,1,4,-,4,72
42018,0,1,1,11/1/2015,0,3,Active,4,2500
42019,1,1,0,11/21/2015,0,3,Active,4,64
42020,1,0,1,11/25/2015,1,3,Active,0,0
42021,1,1,1,10/24/2015,0,1,Not Started,4,13.57
42022,0,1,0,11/22/2015,0,2,In Progress,4,9604
42023,1,1,0,10/13/2015,0,2,In Progress,4,72
42024,0,1,0,11/15/2015,0,3,Active,1,2
42025,1,1,1,11/7/2015,0,2,In Progress,3,4.33
42026,1,0,0,11/19/2015,1,4,-,0,0
42027,1,1,1,10/20/2015,0,2,In Progress,2,4.16
42028,1,0,1,10/15/2015,1,3,Active,2,8.49
42029,0,1,1,12/28/2015,1,4,-,2,72
42030,1,0,0,12/16/2015,1,3,Active,1,1.91
42031,1,1,0,12/19/2015,1,2,In Progress,4,5184
42032,1,1,0,12/1/2015,0,2,In Progress,4,98
42033,1,0,1,10/26/2015,1,1,Not Started,0,0
42034,1,0,0,10/13/2015,0,3,Active,1,1.82
42035,1,1,0,12/31/2015,1,2,In Progress,2,7.07
42036,0,0,1,12/28/2015,1,4,-,3,192
42037,1,0,1,10/28/2015,0,2,In Progress,2,4.61
42038,0,1,0,12/6/2015,0,4,-,2,18
42039,0,0,1,12/11/2015,0,3,Active,2,5.66
42040,1,0,0,10/29/2015,0,3,Active,4,64
42041,1,0,1,10/13/2015,0,1,Not Started,2,2
42042,1,1,1,12/27/2015,0,1,Not Started,4,64
42043,1,0,0,12/18/2015,1,4,-,2,8.49
42044,1,0,1,10/12/2015,0,1,Not Started,3,13.86
42045,0,1,1,11/27/2015,1,1,Not Started,0,0
42046,0,1,0,11/14/2015,0,3,Active,2,2.83
42047,1,0,0,10/29/2015,0,2,In Progress,1,1.71
42048,1,0,1,10/9/2015,1,1,Not Started,1,6
42049,0,0,1,10/17/2015,0,4,-,4,8
42050,1,0,1,12/3/2015,1,4,-,2,5.66
42051,1,1,0,12/29/2015,0,4,-,0,0
42052,1,0,1,12/4/2015,1,2,In Progress,0,0
42053,1,0,0,12/10/2015,1,4,-,3,81
42054,1,1,1,11/21/2015,0,3,Active,0,0
42055,1,1,0,12/11/2015,0,4,-,3,192
42056,1,0,0,10/17/2015,1,1,Not Started,0,0
42057,1,0,1,10/6/2015,1,1,Not Started,1,6
42058,0,0,1,10/3/2015,1,3,Active,2,4.61
42059,0,0,0,10/29/2015,1,4,-,0,0
42060,1,0,0,12/24/2015,0,2,In Progress,0,0
42061,1,1,0,11/13/2015,0,1,Not Started,1,1.73
42062,0,0,0,12/10/2015,1,2,In Progress,4,18
42063,0,0,0,10/21/2015,0,4,-,2,4.61
42064,0,1,0,10/5/2015,1,2,In Progress,4,2500
42065,0,0,1,10/6/2015,0,4,-,1,1.73
42066,0,0,0,12/12/2015,1,1,Not Started,1,3
42067,0,1,0,11/23/2015,1,2,In Progress,3,1029
42068,1,1,0,11/11/2015,0,1,Not Started,4,10.08
42069,1,1,0,11/2/2015,1,2,In Progress,0,0
42070,0,1,0,11/26/2015,0,2,In Progress,0,0
42071,0,1,1,10/21/2015,1,1,Not Started,2,50
42072,0,0,1,12/27/2015,1,1,Not Started,0,0
42073,1,0,0,12/18/2015,0,1,Not Started,1,2.45
42074,0,1,1,12/11/2015,1,2,In Progress,2,8.49
42075,1,1,1,11/8/2015,1,2,In Progress,1,7
42076,1,1,0,12/8/2015,0,1,Not Started,2,50
42077,1,0,0,11/25/2015,0,4,-,0,0
42078,0,1,1,12/30/2015,0,4,-,4,18
42079,0,1,0,10/31/2015,1,2,In Progress,4,5184
42080,0,1,0,11/26/2015,0,1,Not Started,3,648
42081,1,0,1,10/13/2015,1,2,In Progress,1,1.91
42082,1,0,1,11/4/2015,1,2,In Progress,2,8
42083,1,1,0,12/6/2015,0,4,-,3,81
42084,0,0,1,11/2/2015,0,4,-,2,5.66
42085,1,0,0,10/11/2015,0,3,Active,0,0
42086,0,0,1,11/1/2015,1,1,Not Started,4,2500
42087,1,1,1,10/1/2015,1,1,Not Started,4,17.31
42088,0,0,1,10/1/2015,1,1,Not Started,0,0
42089,0,0,0,11/5/2015,0,2,In Progress,1,2.65
42090,1,1,1,10/6/2015,1,2,In Progress,4,8
42091,1,0,0,11/3/2015,0,3,Active,0,0
42092,0,0,0,10/9/2015,1,2,In Progress,1,4
42093,1,0,1,12/30/2015,0,2,In Progress,0,0
42094,0,1,1,10/8/2015,1,2,In Progress,1,1.82
42095,1,0,0,12/28/2015,1,3,Active,2,4.16
42096,1,0,0,10/31/2015,1,4,-,2,4.16
42097,1,0,0,12/12/2015,0,1,Not Started,1,2
42098,0,0,1,10/5/2015,0,2,In Progress,2,8.49
42099,0,1,0,10/29/2015,0,4,-,3,8.65
42100,0,0,0,10/18/2015,0,2,In Progress,1,7
42101,0,0,1,10/6/2015,0,3,Active,3,8.65
42102,0,1,0,11/12/2015,1,1,Not Started,1,7
42103,1,0,0,12/29/2015,1,1,Not Started,1,6
42104,1,1,1,10/10/2015,0,4,-,3,4.33
42105,1,0,0,11/16/2015,0,1,Not Started,3,4.9
42106,1,0,1,12/6/2015,1,4,-,2,4.24
42107,1,1,0,10/5/2015,0,2,In Progress,1,1.59
42108,0,1,1,12/17/2015,1,3,Active,4,72
42109,0,0,1,12/1/2015,0,2,In Progress,0,0
42110,1,0,0,12/14/2015,0,4,-,0,0
42111,0,0,0,11/2/2015,1,2,In Progress,3,375
42112,1,1,0,10/26/2015,1,2,In Progress,4,2500
42113,0,0,0,12/26/2015,0,2,In Progress,2,4.16
42114,1,0,0,10/16/2015,1,3,Active,4,21.26
42115,1,0,1,12/19/2015,0,4,-,3,13.86
42116,0,1,1,10/15/2015,0,2,In Progress,3,24
42117,0,1,0,10/10/2015,1,1,Not Started,4,50
42118,0,0,1,10/1/2015,1,3,Active,3,8.65
42119,1,1,1,10/9/2015,0,3,Active,1,1.91
42120,1,1,1,11/24/2015,0,4,-,3,10.1
42121,1,0,1,11/4/2015,0,1,Not Started,2,4.24
42122,1,0,1,11/28/2015,1,3,Active,0,0
42123,1,0,1,10/22/2015,1,4,-,2,4.16
42124,0,1,1,11/24/2015,0,3,Active,1,2.65
42125,0,1,1,12/2/2015,0,1,Not Started,2,32
42126,1,0,1,10/21/2015,0,4,-,3,375
42127,1,0,1,11/17/2015,1,1,Not Started,2,4.24
42128,0,0,0,11/3/2015,0,4,-,2,2
42129,0,1,0,12/5/2015,1,1,Not Started,0,0
42130,0,0,1,10/7/2015,1,3,Active,3,8.65
42131,0,0,1,12/27/2015,0,3,Active,3,9
42132,0,0,1,11/22/2015,1,3,Active,4,9604
42133,0,0,1,11/28/2015,0,2,In Progress,1,1.82
42134,0,1,1,10/10/2015,0,2,In Progress,0,0
42135,0,1,1,11/14/2015,1,2,In Progress,4,13.57
42136,0,0,1,10/27/2015,1,1,Not Started,0,0
42137,1,1,0,11/30/2015,0,4,-,2,2.62
42138,1,1,0,10/7/2015,0,3,Active,1,2
42139,0,0,0,12/16/2015,1,1,Not Started,2,18
42140,1,1,1,12/1/2015,0,3,Active,4,50
42141,1,1,0,12/23/2015,1,1,Not Started,0,0
42142,1,0,1,10/25/2015,0,1,Not Started,0,0
42143,1,1,1,11/10/2015,0,3,Active,4,324
42144,0,1,1,11/8/2015,0,4,-,0,0
42145,0,1,0,10/10/2015,1,1,Not Started,2,18
42146,1,1,0,11/26/2015,0,4,-,0,0
42147,1,0,1,11/22/2015,1,3,Active,0,0
42148,1,1,0,10/17/2015,1,2,In Progress,3,24
42149,1,0,1,11/16/2015,0,3,Active,1,5
42150,0,0,0,12/10/2015,1,4,-,1,1.73
42151,0,1,1,11/6/2015,0,4,-,1,2.24
42152,0,0,1,10/25/2015,0,4,-,2,4.24
42153,1,0,1,12/23/2015,0,4,-,2,8.49
42154,0,1,1,12/13/2015,1,3,Active,2,2.83
42155,1,1,1,11/28/2015,1,1,Not Started,1,1.82
42156,1,1,1,12/24/2015,0,4,-,2,8.49
42157,1,1,1,12/8/2015,1,3,Active,2,50
42158,0,1,1,12/27/2015,1,4,-,3,192
42159,0,1,0,12/6/2015,1,4,-,1,2.24
42160,1,0,1,10/20/2015,1,4,-,2,4.24
42161,1,0,0,12/4/2015,0,2,In Progress,1,1.26
42162,0,1,1,10/13/2015,1,2,In Progress,2,7.07
42163,1,1,1,12/20/2015,1,4,-,1,1.26
42164,1,0,1,11/18/2015,0,3,Active,0,0
42165,1,1,0,12/30/2015,1,2,In Progress,2,9.9
42166,1,1,1,11/22/2015,0,3,Active,0,0
42167,0,0,1,11/24/2015,0,2,In Progress,2,8
42168,1,1,1,11/15/2015,1,2,In Progress,3,25.46
42169,1,1,1,12/31/2015,1,1,Not Started,3,5.77
42170,0,0,0,11/27/2015,0,2,In Progress,3,32.08
42171,0,1,1,12/16/2015,0,3,Active,2,3.68
42172,0,0,0,10/20/2015,1,4,-,3,24
42173,1,1,0,11/10/2015,0,3,Active,1,2
42174,1,1,0,11/22/2015,1,3,Active,0,0
42175,0,0,1,10/21/2015,0,1,Not Started,0,0
42176,1,1,1,10/21/2015,0,1,Not Started,2,50
42177,0,1,1,11/21/2015,1,1,Not Started,0,0
42178,0,0,1,11/27/2015,0,2,In Progress,0,0
42179,1,1,0,11/11/2015,0,1,Not Started,4,21.26
42180,1,0,0,12/16/2015,0,3,Active,0,0
42181,0,0,1,12/8/2015,0,1,Not Started,3,375
42182,0,0,1,12/1/2015,1,1,Not Started,4,10.08
42183,0,1,1,10/13/2015,1,1,Not Started,0,0
42184,0,1,1,11/27/2015,0,4,-,0,0
42185,0,0,0,12/14/2015,0,3,Active,1,2
42186,0,1,0,10/30/2015,1,3,Active,3,4.9
42187,0,1,1,12/9/2015,0,4,-,2,4.16
42188,1,1,1,11/4/2015,0,3,Active,4,6.87
42189,1,0,1,10/22/2015,1,2,In Progress,4,6.87
42190,1,1,0,11/15/2015,0,3,Active,0,0
42191,1,1,0,12/25/2015,0,3,Active,4,10.08
42192,1,1,1,12/20/2015,1,4,-,0,0
42193,1,0,1,12/13/2015,0,3,Active,4,2500
42194,0,0,0,10/29/2015,0,2,In Progress,4,13.57
42195,0,1,1,10/24/2015,1,4,-,1,6
42196,1,1,0,10/1/2015,1,1,Not Started,3,81
42197,0,1,0,11/26/2015,1,1,Not Started,0,0
42198,1,1,0,11/29/2015,1,3,Active,2,2.62
42199,1,1,1,10/12/2015,0,4,-,3,5.77
42200,1,0,0,12/17/2015,1,2,In Progress,3,1029
42201,1,1,1,12/27/2015,1,2,In Progress,0,0
42202,1,1,1,11/13/2015,1,2,In Progress,2,8.49
42203,0,1,0,10/13/2015,0,4,-,2,7.07
42204,0,1,1,10/25/2015,1,2,In Progress,1,2.45
42205,0,1,0,10/10/2015,0,3,Active,2,3.68
42206,0,0,0,10/30/2015,0,1,Not Started,0,0
42207,0,0,1,11/27/2015,1,2,In Progress,3,4.9
42208,0,1,1,10/9/2015,1,3,Active,0,0
42209,1,1,0,11/22/2015,1,4,-,1,2.45
42210,0,0,1,12/20/2015,0,1,Not Started,3,192
42211,1,0,1,10/30/2015,0,2,In Progress,3,4.9
42212,1,1,1,12/29/2015,0,4,-,4,4
42213,1,0,1,12/13/2015,1,3,Active,4,98
42214,0,0,1,11/14/2015,0,4,-,2,4.24
42215,0,1,0,12/1/2015,0,1,Not Started,1,2.65
42216,1,0,1,11/21/2015,1,3,Active,1,5
42217,0,1,0,12/21/2015,0,2,In Progress,4,10.08
42218,0,0,0,12/1/2015,1,2,In Progress,1,1.41
42219,1,0,1,12/4/2015,1,4,-,0,0
42220,1,1,1,12/31/2015,1,1,Not Started,2,2.83
42221,0,0,0,11/26/2015,0,3,Active,1,1.26
42222,0,0,1,10/3/2015,0,2,In Progress,1,2.65
42223,1,0,1,11/9/2015,0,3,Active,3,24
42224,1,1,0,12/17/2015,1,3,Active,2,8.49
42225,0,1,1,11/21/2015,1,3,Active,1,2
42226,1,0,1,10/3/2015,1,4,-,3,19.36
42227,1,1,1,12/1/2015,0,2,In Progress,1,1.41
42228,1,1,1,11/4/2015,1,4,-,4,4
42229,1,1,1,12/20/2015,1,2,In Progress,4,8
42230,0,0,0,12/22/2015,1,2,In Progress,0,0
42231,1,0,0,10/14/2015,0,4,-,2,2.62
42232,0,1,1,11/15/2015,1,3,Active,0,0
42233,1,0,0,12/26/2015,1,1,Not Started,0,0
42234,0,1,1,12/27/2015,1,4,-,1,1.71
42235,1,1,1,10/4/2015,1,4,-,4,50
42236,1,0,1,10/16/2015,1,1,Not Started,3,4.33
42237,0,0,1,10/8/2015,1,4,-,1,1.26
42238,0,1,1,12/6/2015,0,3,Active,3,81
42239,1,1,0,11/20/2015,0,1,Not Started,3,648
42240,1,0,0,12/14/2015,0,1,Not Started,0,0
42241,1,0,1,10/12/2015,1,4,-,4,17.31
42242,1,0,0,12/31/2015,0,4,-,4,8
42243,0,1,0,11/24/2015,1,4,-,4,1024
42244,0,0,0,10/13/2015,1,2,In Progress,1,1.44
42245,0,0,0,10/18/2015,0,4,-,0,0
42246,1,1,0,10/7/2015,0,3,Active,4,2500
42247,1,0,0,12/21/2015,1,3,Active,2,4.61
42248,0,1,1,10/15/2015,0,2,In Progress,2,5.66
42249,0,0,0,11/17/2015,1,3,Active,4,8
42250,1,1,1,10/26/2015,0,4,-,4,2500
42251,1,0,1,12/4/2015,1,4,-,0,0
42252,0,0,1,10/18/2015,1,1,Not Started,2,32
42253,1,1,1,11/12/2015,0,4,-,2,72
42254,0,0,0,11/26/2015,1,3,Active,2,4.61
42255,1,0,0,10/31/2015,0,3,Active,0,0
42256,1,1,0,12/11/2015,1,2,In Progress,1,3
42257,0,1,0,12/9/2015,0,1,Not Started,0,0
42258,0,1,1,11/19/2015,0,1,Not Started,0,0
42259,1,1,1,12/22/2015,1,2,In Progress,1,1.59
42260,1,0,0,11/15/2015,0,4,-,3,81
42261,1,0,0,10/18/2015,0,1,Not Started,0,0
42262,0,0,0,12/24/2015,1,1,Not Started,1,3
42263,1,0,0,10/12/2015,1,1,Not Started,3,648
42264,1,0,1,10/15/2015,0,1,Not Started,2,4.16
42265,0,1,1,10/9/2015,0,4,-,0,0
42266,0,0,0,10/27/2015,0,3,Active,0,0
42267,1,1,1,10/9/2015,0,1,Not Started,3,7.21
42268,1,0,1,10/4/2015,1,1,Not Started,0,0
42269,1,0,0,12/13/2015,1,1,Not Started,3,4.33
42270,0,0,1,10/6/2015,0,1,Not Started,3,4.33
42271,0,1,0,11/8/2015,0,3,Active,1,1.44
42272,0,1,0,11/9/2015,1,2,In Progress,1,1.82
42273,1,0,0,11/16/2015,0,4,-,2,32
42274,0,0,0,12/22/2015,1,1,Not Started,0,0
42275,1,1,0,11/12/2015,1,4,-,2,2
42276,1,0,0,12/31/2015,1,1,Not Started,2,18
42277,1,0,1,12/14/2015,1,4,-,3,1029
42278,0,0,1,10/24/2015,1,2,In Progress,4,10.08
42279,0,0,1,10/4/2015,0,4,-,3,7.21
42280,1,1,1,12/4/2015,0,4,-,3,13.86
42281,0,0,0,11/4/2015,0,4,-,0,0
42282,1,1,1,10/21/2015,1,3,Active,2,4.16
42283,1,1,1,11/14/2015,0,1,Not Started,3,25.46
42284,0,1,1,11/12/2015,1,3,Active,0,0
42285,0,1,1,10/21/2015,1,2,In Progress,3,10.1
42286,1,0,0,10/20/2015,0,2,In Progress,4,9604
42287,0,1,1,12/9/2015,1,4,-,0,0
42288,0,0,0,12/23/2015,1,1,Not Started,1,1.82
42289,0,1,0,10/29/2015,0,1,Not Started,4,4
42290,1,0,0,11/19/2015,0,3,Active,4,4
42291,1,0,1,10/16/2015,0,2,In Progress,1,1.91
42292,0,1,0,12/13/2015,0,2,In Progress,1,2.24
42293,0,0,0,11/9/2015,1,2,In Progress,0,0
42294,1,0,0,11/17/2015,1,1,Not Started,2,9.9
42295,1,1,0,11/20/2015,1,1,Not Started,2,7.07
42296,0,0,0,10/31/2015,1,3,Active,0,0
42297,1,1,1,11/22/2015,1,1,Not Started,4,13.57
42298,0,1,1,12/15/2015,0,2,In Progress,3,19.36
42299,1,0,0,11/17/2015,0,1,Not Started,0,0
42300,1,1,1,12/10/2015,0,1,Not Started,4,32
42301,1,1,0,10/14/2015,0,2,In Progress,2,4.61
42302,0,1,0,12/17/2015,1,4,-,1,7
42303,0,0,1,11/15/2015,0,1,Not Started,2,32
42304,1,0,1,12/17/2015,1,3,Active,4,4
42305,0,1,1,12/15/2015,1,3,Active,4,10.08
42306,0,1,1,10/10/2015,0,4,-,3,19.36
42307,1,0,1,12/15/2015,0,1,Not Started,1,2.24
42308,1,1,1,10/24/2015,1,4,-,2,7.07
42309,0,0,0,11/8/2015,1,2,In Progress,0,0
42310,0,1,0,10/2/2015,0,2,In Progress,3,24
42311,0,0,0,12/11/2015,0,2,In Progress,3,25.46
42312,0,0,0,10/26/2015,0,1,Not Started,3,8.65
42313,0,0,0,11/4/2015,0,4,-,1,4
42314,0,1,1,11/26/2015,0,1,Not Started,4,64
42315,0,0,1,10/8/2015,1,1,Not Started,4,2500
42316,0,0,1,11/22/2015,1,1,Not Started,1,1.82
42317,1,1,1,10/28/2015,0,1,Not Started,1,2.65
42318,0,0,0,11/4/2015,1,2,In Progress,1,2
42319,0,1,1,12/1/2015,1,3,Active,0,0
42320,0,1,0,10/7/2015,1,4,-,1,1.91
42321,0,0,1,10/6/2015,1,2,In Progress,1,1.82
42322,0,1,1,12/17/2015,0,2,In Progress,1,6
42323,0,1,0,12/7/2015,1,3,Active,1,2.45
42324,1,0,1,11/6/2015,1,4,-,1,1.26
42325,1,1,0,10/21/2015,1,1,Not Started,3,375
42326,0,0,0,12/29/2015,0,3,Active,3,1029
42327,0,0,0,11/11/2015,0,3,Active,1,1.59
42328,0,0,1,10/19/2015,0,1,Not Started,0,0
42329,0,0,1,12/16/2015,1,3,Active,0,0
42330,1,0,0,11/12/2015,1,1,Not Started,4,8
42331,0,1,1,12/19/2015,1,1,Not Started,4,1024
42332,1,1,0,10/2/2015,0,1,Not Started,3,4.33
42333,0,0,1,12/3/2015,0,4,-,3,192
42334,0,0,1,10/23/2015,1,1,Not Started,4,5184
42335,0,1,1,12/27/2015,0,4,-,0,0
42336,1,1,1,12/10/2015,1,1,Not Started,3,4.33
42337,0,0,1,10/11/2015,1,4,-,4,17.31
42338,0,1,1,11/23/2015,1,4,-,4,8
42339,1,1,1,11/21/2015,1,4,-,4,1024
42340,0,1,0,12/21/2015,1,3,Active,3,13.86
42341,1,0,1,12/13/2015,0,2,In Progress,2,4.24
42342,1,1,1,11/18/2015,1,2,In Progress,1,1.91
42343,1,0,0,12/25/2015,0,4,-,3,32.08
