id,door buster,in stock,is online,launch date,has image,status code,status,Has Price,Price
6209,0,0,0,12/30/2015,0,4,-,3,10.1
6210,0,1,0,12/24/2015,0,2,In Progress,0,0
6211,1,0,0,12/10/2015,1,3,Active,2,3.17
6212,0,0,1,11/21/2015,1,3,Active,2,2.62
6213,0,0,0,10/2/2015,0,4,-,4,13.57
6214,0,0,0,10/7/2015,0,3,Active,3,5.77
6215,0,0,0,11/6/2015,0,2,In Progress,3,4.33
6216,1,0,0,10/23/2015,1,3,Active,4,98
6217,1,1,1,10/6/2015,0,2,In Progress,3,2.88
6218,1,0,1,11/14/2015,1,3,Active,2,18
6219,0,0,0,12/25/2015,1,4,-,0,0
6220,0,1,0,10/13/2015,0,1,Not Started,3,24
6221,0,0,1,11/25/2015,1,3,Active,0,0
6222,1,1,0,10/10/2015,0,4,-,0,0
6223,1,0,0,10/2/2015,1,3,Active,1,1.82
6224,1,1,0,11/22/2015,1,3,Active,4,10.08
6225,0,0,1,12/13/2015,0,1,Not Started,2,32
6226,0,1,1,11/11/2015,0,2,In Progress,1,1.91
6227,1,0,0,12/23/2015,1,1,Not Started,0,0
6228,0,1,1,12/21/2015,0,2,In Progress,3,648
6229,1,0,0,11/1/2015,0,2,In Progress,2,18
6230,1,1,0,11/14/2015,0,2,In Progress,1,1.73
6231,1,1,1,10/19/2015,0,2,In Progress,2,5.66
6232,1,1,1,10/11/2015,0,2,In Progress,4,18
6233,0,0,0,11/12/2015,1,2,In Progress,4,6.87
6234,0,1,1,12/22/2015,1,2,In Progress,0,0
6235,0,0,1,10/23/2015,1,3,Active,2,4.61
6236,1,0,0,11/17/2015,0,3,Active,0,0
6237,0,1,1,11/10/2015,1,4,-,2,4.24
6238,0,0,0,12/20/2015,0,2,In Progress,0,0
6239,1,0,0,10/31/2015,0,4,-,0,0
6240,0,0,0,12/17/2015,1,3,Active,1,7
6241,0,0,1,10/17/2015,1,1,Not Started,2,18
6242,1,1,0,10/8/2015,1,4,-,2,5.66
6243,0,0,1,11/23/2015,1,2,In Progress,0,0
6244,1,1,1,10/5/2015,0,1,Not Started,2,3.17
6245,0,0,1,10/29/2015,0,1,Not Started,1,1.44
6246,0,1,1,10/22/2015,0,3,Active,1,4
6247,0,0,1,11/3/2015,1,3,Active,0,0
6248,0,0,1,10/13/2015,0,4,-,3,8.65
6249,1,1,0,12/30/2015,0,1,Not Started,3,1029
6250,0,1,1,11/17/2015,1,1,Not Started,4,1024
6251,1,1,1,11/18/2015,0,1,Not Started,0,0
6252,1,0,1,12/29/2015,1,4,-,4,324
6253,0,0,0,10/1/2015,1,4,-,3,8.65
6254,0,1,1,11/19/2015,1,3,Active,0,0
6255,0,1,0,12/21/2015,0,2,In Progress,3,9
6256,1,0,1,12/14/2015,0,1,Not Started,3,19.36
6257,0,1,1,10/28/2015,1,3,Active,2,5.66
6258,1,0,1,11/13/2015,1,1,Not Started,0,0
6259,0,1,0,11/28/2015,0,1,Not Started,0,0
6260,0,0,0,10/28/2015,1,4,-,3,32.08
6261,0,1,0,10/24/2015,0,1,Not Started,3,7.21
6262,1,0,0,10/17/2015,1,4,-,2,3.17
6263,0,1,0,11/25/2015,0,4,-,0,0
6264,1,1,0,12/3/2015,0,3,Active,2,4.16
6265,0,0,1,12/15/2015,0,1,Not Started,3,192
6266,0,1,1,12/5/2015,1,2,In Progress,0,0
6267,0,1,0,12/16/2015,0,3,Active,1,3
6268,1,1,1,11/21/2015,1,1,Not Started,4,98
6269,1,1,0,11/2/2015,1,1,Not Started,2,50
6270,0,1,1,11/17/2015,1,2,In Progress,1,1.44
6271,0,1,1,12/20/2015,1,4,-,1,5
6272,0,0,0,10/24/2015,1,2,In Progress,4,9604
6273,0,1,1,12/9/2015,1,4,-,3,375
6274,1,0,0,11/2/2015,1,4,-,1,5
6275,1,1,0,12/21/2015,1,4,-,4,64
6276,1,0,1,10/4/2015,0,1,Not Started,1,1.44
6277,1,0,0,11/18/2015,0,4,-,1,2.45
6278,1,1,1,12/27/2015,0,3,Active,1,2.24
6279,0,1,0,10/23/2015,1,2,In Progress,4,32
6280,1,0,1,10/5/2015,1,1,Not Started,1,2
6281,1,0,0,10/18/2015,0,1,Not Started,1,1.59
6282,0,1,0,11/18/2015,1,2,In Progress,0,0
6283,0,0,0,10/29/2015,1,4,-,0,0
6284,1,0,0,12/22/2015,0,1,Not Started,3,81
6285,0,1,1,12/28/2015,1,3,Active,4,9604
6286,0,0,1,11/21/2015,0,2,In Progress,3,7.21
6287,1,0,1,11/23/2015,0,1,Not Started,2,8
6288,0,1,0,10/1/2015,0,2,In Progress,2,18
6289,0,1,0,11/9/2015,0,2,In Progress,0,0
6290,1,1,0,10/15/2015,1,1,Not Started,3,375
6291,1,1,1,12/27/2015,1,1,Not Started,0,0
6292,0,0,0,12/31/2015,1,1,Not Started,3,32.08
6293,0,0,0,10/9/2015,1,3,Active,0,0
6294,0,1,1,12/19/2015,0,1,Not Started,1,1.26
6295,0,0,1,11/30/2015,0,3,Active,0,0
6296,0,1,1,12/31/2015,0,1,Not Started,0,0
6297,0,1,0,12/15/2015,1,3,Active,3,7.21
6298,0,0,0,12/16/2015,0,1,Not Started,2,72
6299,1,1,1,10/24/2015,0,3,Active,0,0
6300,0,1,1,12/7/2015,1,4,-,2,2.62
6301,0,1,0,10/3/2015,1,2,In Progress,1,5
6302,1,0,0,12/14/2015,0,1,Not Started,0,0
6303,1,0,1,10/27/2015,0,4,-,1,7
6304,1,1,1,11/10/2015,0,4,-,0,0
6305,0,0,0,11/24/2015,1,1,Not Started,1,5
6306,0,1,0,11/22/2015,0,4,-,4,10.08
6307,1,0,1,10/2/2015,0,2,In Progress,3,2.88
6308,1,0,1,11/7/2015,0,2,In Progress,3,9
6309,0,1,0,12/14/2015,0,3,Active,0,0
6310,1,1,1,11/7/2015,1,1,Not Started,1,1.73
6311,1,1,1,11/16/2015,0,4,-,0,0
6312,0,0,1,10/8/2015,0,2,In Progress,2,8.49
6313,0,0,1,11/6/2015,1,4,-,1,1.26
6314,1,1,0,10/12/2015,0,1,Not Started,3,13.86
6315,1,0,0,12/12/2015,1,1,Not Started,0,0
6316,1,0,0,10/16/2015,0,2,In Progress,3,4.33
6317,0,0,0,11/5/2015,0,2,In Progress,4,32
6318,0,0,0,10/4/2015,0,1,Not Started,3,13.86
6319,1,1,1,10/27/2015,0,1,Not Started,2,3.68
6320,0,1,1,11/25/2015,0,3,Active,2,18
6321,0,0,0,11/16/2015,1,3,Active,3,25.46
6322,0,1,0,10/15/2015,0,2,In Progress,1,2.24
6323,1,1,0,10/31/2015,0,1,Not Started,0,0
6324,1,0,0,11/14/2015,0,4,-,3,192
6325,0,1,1,10/22/2015,0,1,Not Started,0,0
6326,1,1,1,10/22/2015,0,4,-,1,2.24
6327,1,0,0,10/3/2015,1,3,Active,4,4
6328,1,1,0,10/27/2015,0,2,In Progress,3,1029
6329,0,1,1,12/28/2015,0,3,Active,1,1.59
6330,1,0,1,12/29/2015,0,2,In Progress,0,0
6331,1,0,1,10/5/2015,1,2,In Progress,4,9604
6332,0,0,0,11/17/2015,1,1,Not Started,4,18
6333,0,1,0,11/5/2015,0,1,Not Started,4,13.57
6334,0,1,0,10/14/2015,0,4,-,0,0
6335,0,1,0,11/29/2015,0,3,Active,4,17.31
6336,0,1,1,11/9/2015,1,4,-,4,50
6337,1,1,1,12/8/2015,0,2,In Progress,1,7
6338,1,0,1,10/7/2015,1,3,Active,4,17.31
6339,0,0,1,10/24/2015,0,1,Not Started,3,1029
6340,1,1,1,10/21/2015,0,3,Active,4,13.57
6341,1,0,0,11/8/2015,0,3,Active,0,0
6342,1,0,1,12/20/2015,1,2,In Progress,4,4
6343,1,1,1,12/29/2015,1,3,Active,1,2.24
6344,1,0,1,11/26/2015,0,2,In Progress,4,13.57
6345,1,1,1,12/20/2015,0,4,-,2,72
6346,1,1,0,12/30/2015,1,2,In Progress,3,7.21
6347,1,1,1,12/10/2015,1,3,Active,4,32
6348,1,1,1,10/17/2015,0,4,-,0,0
6349,0,0,0,12/14/2015,1,2,In Progress,4,2500
6350,0,0,0,12/3/2015,1,4,-,3,1029
6351,1,0,1,12/1/2015,0,2,In Progress,2,3.17
6352,1,1,0,10/2/2015,1,4,-,1,2.65
6353,1,0,0,10/7/2015,0,2,In Progress,4,10.08
6354,1,1,0,10/11/2015,0,3,Active,0,0
6355,0,0,0,10/5/2015,1,1,Not Started,2,2.62
6356,0,1,1,11/17/2015,0,3,Active,4,4
6357,1,0,0,12/13/2015,1,1,Not Started,0,0
6358,0,1,0,10/17/2015,1,3,Active,2,32
6359,1,1,1,10/13/2015,0,4,-,3,10.1
6360,1,0,0,11/30/2015,0,2,In Progress,2,3.17
6361,1,1,1,11/20/2015,1,1,Not Started,1,1.44
6362,1,1,1,11/8/2015,0,1,Not Started,2,2.83
6363,1,0,1,11/7/2015,1,1,Not Started,3,7.21
6364,0,0,1,10/5/2015,0,3,Active,4,1024
6365,0,1,0,12/16/2015,0,3,Active,0,0
6366,1,0,0,10/11/2015,1,2,In Progress,0,0
6367,0,0,1,10/16/2015,1,3,Active,4,18
6368,1,0,1,12/8/2015,1,4,-,2,2.62
6369,0,1,1,10/12/2015,0,4,-,4,98
6370,0,0,1,10/29/2015,0,3,Active,1,2
6371,1,1,0,10/25/2015,1,2,In Progress,2,8.49
6372,0,0,1,10/8/2015,0,4,-,0,0
6373,1,1,0,10/3/2015,0,4,-,4,18
6374,1,1,1,11/7/2015,1,2,In Progress,0,0
6375,1,1,0,10/3/2015,1,4,-,1,1.82
6376,0,0,1,10/10/2015,0,3,Active,1,2
6377,1,0,0,11/25/2015,1,3,Active,4,2500
6378,1,1,1,11/28/2015,1,2,In Progress,0,0
6379,0,1,0,10/23/2015,1,3,Active,3,4.9
6380,0,1,1,12/29/2015,0,1,Not Started,2,9.9
6381,0,1,1,12/19/2015,1,4,-,2,2.62
6382,0,0,1,12/29/2015,1,2,In Progress,3,192
6383,0,0,1,10/29/2015,1,1,Not Started,1,1.91
6384,0,1,0,11/1/2015,0,1,Not Started,2,50
6385,1,0,0,12/16/2015,0,2,In Progress,4,2500
6386,0,0,0,12/22/2015,0,4,-,4,17.31
6387,1,0,0,11/21/2015,1,4,-,3,8.65
6388,1,1,0,10/23/2015,1,2,In Progress,1,1.26
6389,1,1,0,11/26/2015,0,2,In Progress,2,4.16
6390,1,0,0,12/12/2015,1,4,-,4,9604
6391,1,1,0,11/5/2015,1,4,-,2,4.24
6392,0,1,1,12/13/2015,1,4,-,2,32
6393,0,1,0,12/3/2015,0,3,Active,4,2500
6394,1,1,1,10/7/2015,1,4,-,1,6
6395,0,0,0,10/25/2015,0,4,-,2,2.62
6396,0,1,0,12/7/2015,0,4,-,4,10.08
6397,1,0,0,12/4/2015,0,1,Not Started,2,4.61
6398,1,1,0,11/16/2015,1,4,-,0,0
6399,0,1,0,11/15/2015,1,4,-,3,1029
6400,0,1,1,10/31/2015,1,4,-,4,4
6401,0,1,0,10/8/2015,1,1,Not Started,0,0
6402,0,1,0,10/16/2015,1,4,-,1,3
6403,1,0,1,11/12/2015,0,2,In Progress,4,50
6404,0,1,0,11/8/2015,0,3,Active,2,72
6405,1,1,1,11/30/2015,0,1,Not Started,4,9604
6406,0,0,0,10/6/2015,0,1,Not Started,3,648
6407,0,1,1,12/19/2015,1,3,Active,2,5.66
6408,0,1,0,12/8/2015,1,4,-,3,648
6409,0,0,1,12/16/2015,1,3,Active,3,25.46
6410,1,1,1,10/29/2015,0,1,Not Started,0,0
6411,1,1,1,11/28/2015,1,3,Active,1,2
6412,1,1,0,12/12/2015,0,4,-,4,10.08
6413,1,0,1,10/28/2015,1,3,Active,4,72
6414,1,1,1,12/16/2015,0,3,Active,2,50
6415,0,1,1,12/4/2015,1,3,Active,2,2
6416,1,0,0,10/7/2015,0,3,Active,4,18
6417,0,1,1,11/1/2015,1,2,In Progress,1,1.73
6418,1,1,1,11/9/2015,0,4,-,1,1.41
6419,1,0,0,11/29/2015,1,3,Active,0,0
6420,1,1,1,12/12/2015,0,4,-,4,5184
6421,0,0,0,12/10/2015,0,1,Not Started,4,32
6422,1,1,1,10/21/2015,1,1,Not Started,4,18
6423,0,0,0,12/19/2015,0,4,-,1,1.73
6424,1,0,1,10/18/2015,1,1,Not Started,1,1.91
6425,0,1,0,11/14/2015,1,3,Active,3,4.9
6426,1,1,0,10/8/2015,1,1,Not Started,1,1.82
6427,0,0,1,12/5/2015,1,3,Active,4,10.08
6428,0,1,0,10/21/2015,1,4,-,1,1.44
6429,0,1,0,11/5/2015,1,3,Active,3,375
6430,1,0,0,12/2/2015,1,3,Active,4,13.57
6431,0,1,1,11/13/2015,0,4,-,4,2500
6432,1,0,0,12/4/2015,1,1,Not Started,3,4.33
6433,0,1,0,10/9/2015,1,4,-,3,5.77
6434,0,1,0,12/11/2015,0,1,Not Started,0,0
6435,0,1,0,10/26/2015,1,4,-,2,5.66
6436,1,0,0,12/31/2015,1,3,Active,3,19.36
6437,0,1,0,12/28/2015,0,2,In Progress,4,8
6438,1,1,1,10/30/2015,0,1,Not Started,1,2
6439,0,0,1,10/31/2015,0,4,-,2,8.49
6440,1,0,1,11/21/2015,0,2,In Progress,1,1.82
6441,1,1,0,12/28/2015,1,3,Active,2,7.07
6442,1,1,0,11/12/2015,1,2,In Progress,4,72
6443,0,0,1,12/17/2015,0,2,In Progress,2,2
6444,1,1,0,12/4/2015,0,3,Active,0,0
6445,0,1,1,11/26/2015,0,4,-,2,72
6446,1,1,1,10/25/2015,1,1,Not Started,3,4.9
6447,1,0,0,11/15/2015,0,3,Active,4,8
6448,1,1,1,11/2/2015,1,4,-,3,19.36
6449,0,0,0,10/7/2015,0,3,Active,2,72
6450,0,0,1,12/10/2015,0,4,-,4,72
6451,0,1,0,12/5/2015,1,2,In Progress,2,2
6452,1,1,0,12/19/2015,1,4,-,3,4.9
6453,1,1,0,10/28/2015,1,1,Not Started,2,2.83
6454,0,1,1,12/22/2015,0,1,Not Started,3,4.9
6455,1,1,0,11/17/2015,0,3,Active,2,18
6456,0,0,0,12/29/2015,1,2,In Progress,0,0
6457,0,1,1,11/19/2015,0,3,Active,2,3.68
6458,1,1,1,11/20/2015,1,4,-,3,375
6459,0,1,0,11/8/2015,1,2,In Progress,0,0
6460,1,1,1,10/18/2015,0,2,In Progress,2,4.16
6461,1,1,0,12/12/2015,0,3,Active,4,10.08
6462,1,1,1,11/3/2015,0,3,Active,1,2.24
6463,1,0,1,10/22/2015,0,3,Active,2,2.83
6464,0,1,0,11/19/2015,0,1,Not Started,4,4
6465,1,1,0,10/7/2015,0,4,-,3,32.08
6466,0,1,0,10/18/2015,0,1,Not Started,2,4.61
6467,1,1,0,11/25/2015,1,1,Not Started,4,64
6468,0,1,1,10/16/2015,1,2,In Progress,1,1.44
6469,0,1,0,12/31/2015,1,1,Not Started,3,2.88
6470,1,1,0,10/30/2015,0,4,-,0,0
6471,1,0,1,10/19/2015,1,4,-,1,2.24
6472,1,1,1,12/13/2015,0,2,In Progress,0,0
6473,0,0,0,12/10/2015,0,3,Active,3,4.9
6474,0,0,0,10/30/2015,0,1,Not Started,4,18
6475,0,1,0,11/27/2015,0,3,Active,4,324
6476,1,1,0,12/7/2015,0,4,-,3,10.1
6477,0,1,0,10/31/2015,0,2,In Progress,2,7.07
6478,0,1,1,10/14/2015,0,3,Active,3,9
6479,0,0,0,10/25/2015,0,1,Not Started,0,0
6480,1,1,0,11/6/2015,1,2,In Progress,2,3.68
6481,0,0,0,10/9/2015,1,2,In Progress,4,17.31
6482,1,1,1,11/4/2015,1,3,Active,4,324
6483,0,0,0,10/13/2015,1,4,-,3,9
6484,0,1,1,11/26/2015,1,3,Active,2,2.83
6485,0,1,0,11/19/2015,0,1,Not Started,4,9604
6486,1,1,0,10/31/2015,1,4,-,2,3.68
6487,0,1,0,10/17/2015,0,1,Not Started,3,32.08
6488,1,1,1,10/20/2015,0,1,Not Started,0,0
6489,1,0,0,12/25/2015,1,3,Active,4,8
6490,1,0,0,10/20/2015,0,2,In Progress,0,0
6491,1,0,0,12/21/2015,1,2,In Progress,1,1.73
6492,0,0,0,12/1/2015,0,3,Active,4,10.08
6493,1,1,0,10/29/2015,1,1,Not Started,1,1.73
6494,1,1,1,12/21/2015,0,4,-,1,1.71
6495,0,0,0,11/23/2015,1,4,-,3,8.65
6496,0,0,1,10/12/2015,1,4,-,3,4.9
6497,0,0,0,12/30/2015,1,2,In Progress,1,2.24
6498,0,0,1,10/27/2015,0,3,Active,2,2.83
6499,0,0,1,12/29/2015,0,4,-,0,0
6500,1,1,1,11/20/2015,0,1,Not Started,2,2
6501,1,0,1,11/27/2015,1,1,Not Started,4,324
6502,0,1,1,10/11/2015,1,1,Not Started,4,17.31
6503,1,1,1,10/28/2015,1,4,-,1,1.59
6504,1,0,0,11/17/2015,0,3,Active,2,72
6505,1,0,0,12/22/2015,0,1,Not Started,2,50
6506,0,1,1,11/27/2015,0,3,Active,2,32
6507,1,1,0,12/27/2015,1,4,-,4,9604
6508,1,0,0,12/10/2015,0,1,Not Started,0,0
6509,0,1,0,10/21/2015,1,4,-,0,0
6510,0,0,1,11/25/2015,1,3,Active,1,1.71
6511,1,1,0,12/9/2015,0,4,-,3,4.9
6512,1,1,1,10/3/2015,1,4,-,2,98
6513,0,0,1,12/5/2015,1,1,Not Started,1,1.26
6514,0,1,0,11/14/2015,1,1,Not Started,4,50
6515,1,1,1,10/2/2015,0,1,Not Started,2,2.62
6516,0,0,0,10/3/2015,1,4,-,4,1024
6517,1,1,1,12/2/2015,1,1,Not Started,4,10.08
6518,0,0,1,12/23/2015,1,2,In Progress,2,72
6519,0,1,1,11/5/2015,1,3,Active,1,2.65
6520,1,0,0,12/4/2015,1,4,-,2,2.62
6521,0,1,1,11/14/2015,0,1,Not Started,4,2500
6522,1,0,0,11/29/2015,0,3,Active,3,2.88
6523,0,0,1,10/9/2015,0,3,Active,2,7.07
6524,1,0,1,10/6/2015,1,3,Active,3,81
6525,1,1,1,11/22/2015,0,4,-,1,1.41
6526,1,1,1,10/15/2015,0,2,In Progress,0,0
6527,0,1,0,12/4/2015,1,1,Not Started,2,7.07
6528,1,1,0,10/15/2015,0,3,Active,4,2500
6529,1,0,1,10/2/2015,1,3,Active,1,1.41
6530,0,1,1,11/13/2015,1,3,Active,1,1.73
6531,0,1,0,10/2/2015,0,3,Active,4,10.08
6532,0,1,1,11/5/2015,0,3,Active,1,2
6533,1,1,1,10/22/2015,0,1,Not Started,0,0
6534,0,0,0,11/24/2015,1,4,-,4,9604
6535,1,1,0,12/4/2015,0,3,Active,1,1.26
6536,0,1,1,10/3/2015,0,1,Not Started,1,1.91
6537,0,1,1,12/3/2015,1,3,Active,1,1.26
6538,0,1,1,10/26/2015,0,3,Active,4,32
6539,0,1,1,11/22/2015,1,3,Active,4,5184
6540,0,1,1,12/17/2015,1,2,In Progress,3,8.65
6541,1,0,1,11/26/2015,0,2,In Progress,1,2.24
6542,0,1,0,11/14/2015,1,4,-,1,5
6543,0,0,1,11/2/2015,0,1,Not Started,1,1.82
6544,1,0,1,10/4/2015,0,2,In Progress,1,3
6545,1,1,0,12/21/2015,0,1,Not Started,2,4.61
6546,1,0,0,11/11/2015,0,2,In Progress,3,19.36
6547,0,0,1,10/22/2015,0,4,-,3,4.9
6548,1,0,1,10/16/2015,1,1,Not Started,1,3
6549,0,0,0,11/24/2015,1,4,-,3,19.36
6550,0,1,0,12/1/2015,0,2,In Progress,0,0
6551,0,0,0,10/4/2015,1,4,-,3,19.36
6552,0,0,0,11/17/2015,0,2,In Progress,2,3.68
6553,1,0,1,10/4/2015,1,4,-,4,18
6554,1,0,0,12/15/2015,0,1,Not Started,4,6.87
6555,0,0,1,10/4/2015,0,3,Active,3,32.08
6556,0,1,1,10/15/2015,1,3,Active,4,9604
6557,1,1,1,11/3/2015,0,2,In Progress,0,0
6558,0,1,1,11/11/2015,1,1,Not Started,0,0
6559,1,1,0,12/15/2015,1,4,-,3,648
6560,0,0,1,11/27/2015,1,1,Not Started,4,9604
6561,1,1,1,11/29/2015,1,2,In Progress,4,64
6562,1,1,1,11/28/2015,0,1,Not Started,4,8
6563,1,0,1,11/17/2015,1,2,In Progress,4,4
6564,0,1,1,11/30/2015,1,3,Active,2,7.07
6565,1,1,1,12/12/2015,0,3,Active,3,375
6566,1,1,1,10/12/2015,0,4,-,2,8
6567,1,0,0,12/19/2015,0,3,Active,4,72
6568,1,0,0,12/7/2015,1,4,-,3,7.21
6569,1,1,1,12/2/2015,1,4,-,4,13.57
6570,0,1,1,12/2/2015,1,3,Active,2,2.62
6571,1,0,1,11/1/2015,1,2,In Progress,0,0
6572,1,0,0,10/13/2015,1,1,Not Started,1,2.45
6573,0,0,0,10/31/2015,1,1,Not Started,2,2
6574,0,0,1,11/18/2015,0,3,Active,2,4.61
6575,0,0,0,12/26/2015,1,4,-,0,0
6576,1,0,0,12/12/2015,1,3,Active,0,0
6577,0,0,0,10/3/2015,1,2,In Progress,3,8.65
6578,1,1,0,12/28/2015,0,4,-,1,6
6579,1,1,0,12/5/2015,0,2,In Progress,0,0
6580,0,0,1,10/11/2015,0,3,Active,3,32.08
6581,0,0,1,11/25/2015,1,1,Not Started,0,0
6582,0,0,0,12/12/2015,0,2,In Progress,0,0
6583,1,0,0,12/19/2015,1,2,In Progress,0,0
6584,0,0,1,12/31/2015,1,3,Active,0,0
6585,0,0,0,11/2/2015,1,1,Not Started,0,0
6586,1,1,0,11/14/2015,1,3,Active,4,2500
6587,0,1,0,10/26/2015,1,3,Active,4,17.31
6588,0,1,1,11/13/2015,0,3,Active,3,5.77
6589,1,1,1,10/21/2015,0,1,Not Started,0,0
6590,1,1,0,11/10/2015,0,1,Not Started,4,2500
6591,1,0,1,11/6/2015,0,2,In Progress,4,5184
6592,1,0,0,12/23/2015,1,1,Not Started,3,24
6593,0,1,1,11/23/2015,1,3,Active,2,50
6594,0,0,0,12/22/2015,0,4,-,0,0
6595,1,1,1,12/15/2015,0,1,Not Started,3,13.86
6596,0,0,1,12/21/2015,1,2,In Progress,1,7
6597,1,0,1,12/31/2015,0,4,-,0,0
6598,1,1,1,12/23/2015,1,4,-,3,7.21
6599,0,0,0,11/17/2015,0,1,Not Started,2,4.61
6600,0,0,1,11/6/2015,1,1,Not Started,1,7
6601,0,0,1,10/10/2015,0,1,Not Started,3,1029
6602,1,0,1,10/2/2015,0,3,Active,2,4.24
6603,0,1,0,12/18/2015,1,2,In Progress,0,0
6604,1,1,0,12/25/2015,0,3,Active,4,2500
6605,1,0,1,12/10/2015,1,3,Active,2,98
6606,0,0,1,12/5/2015,0,4,-,2,3.17
6607,0,1,0,12/5/2015,1,4,-,2,2
6608,0,0,0,10/27/2015,1,1,Not Started,1,1.26
6609,0,0,1,11/26/2015,1,3,Active,3,7.21
6610,0,0,1,12/26/2015,0,4,-,0,0
6611,0,1,1,11/4/2015,0,3,Active,3,8.65
6612,0,1,1,11/13/2015,1,1,Not Started,3,32.08
6613,0,1,1,10/28/2015,1,1,Not Started,4,50
6614,0,1,0,10/12/2015,0,4,-,2,5.66
6615,1,1,1,10/30/2015,0,3,Active,0,0
6616,0,1,1,10/6/2015,1,3,Active,3,32.08
6617,1,1,1,11/18/2015,0,4,-,2,4.61
6618,0,0,0,12/18/2015,1,2,In Progress,2,2.62
6619,1,1,0,10/19/2015,0,1,Not Started,4,21.26
6620,1,0,0,11/4/2015,1,4,-,2,8
6621,1,0,1,12/3/2015,1,4,-,4,98
6622,1,0,0,10/27/2015,0,3,Active,0,0
6623,1,0,0,12/15/2015,1,2,In Progress,3,5.77
6624,1,1,0,10/22/2015,0,1,Not Started,0,0
6625,1,1,0,10/4/2015,0,3,Active,4,98
6626,1,0,0,10/29/2015,0,1,Not Started,0,0
6627,1,0,1,12/18/2015,0,1,Not Started,4,9604
6628,0,0,1,12/30/2015,0,4,-,3,32.08
6629,0,1,0,10/12/2015,1,3,Active,0,0
6630,1,1,0,11/28/2015,0,4,-,4,2500
6631,0,1,1,12/21/2015,0,4,-,0,0
6632,0,1,1,10/16/2015,0,3,Active,0,0
6633,1,1,1,10/18/2015,1,4,-,2,2.83
6634,0,0,1,11/22/2015,1,1,Not Started,0,0
6635,1,1,1,10/27/2015,0,2,In Progress,3,648
6636,1,0,0,11/5/2015,1,1,Not Started,2,4.24
6637,0,1,1,10/20/2015,0,1,Not Started,1,1.44
6638,0,0,1,11/6/2015,1,2,In Progress,2,8.49
6639,1,0,1,10/30/2015,1,4,-,2,8.49
6640,1,0,1,11/6/2015,0,2,In Progress,3,25.46
6641,0,1,0,12/20/2015,1,2,In Progress,3,32.08
6642,1,0,0,10/25/2015,1,3,Active,4,10.08
6643,1,1,1,11/8/2015,0,3,Active,2,2.83
6644,1,1,1,10/2/2015,1,4,-,0,0
6645,0,1,1,11/29/2015,0,1,Not Started,0,0
6646,0,1,1,10/17/2015,1,4,-,0,0
6647,1,0,1,10/2/2015,0,3,Active,3,192
6648,0,1,0,10/8/2015,0,2,In Progress,3,4.9
6649,1,1,0,11/3/2015,1,2,In Progress,3,25.46
6650,1,0,0,12/28/2015,1,2,In Progress,2,2.83
6651,1,1,0,11/2/2015,0,4,-,0,0
6652,1,1,0,12/6/2015,0,3,Active,0,0
6653,0,0,1,12/13/2015,1,1,Not Started,0,0
6654,1,1,1,11/2/2015,0,4,-,3,648
6655,1,1,0,12/21/2015,0,3,Active,0,0
6656,0,1,1,11/8/2015,1,4,-,2,4.61
6657,1,0,0,11/18/2015,1,2,In Progress,1,1.71
6658,1,0,0,11/18/2015,0,3,Active,2,8.49
6659,1,0,1,10/25/2015,0,3,Active,1,2.45
6660,1,0,0,11/3/2015,1,3,Active,1,1.41
6661,1,0,0,10/26/2015,0,1,Not Started,2,2.62
6662,0,1,0,10/12/2015,1,3,Active,1,2
6663,1,0,0,12/6/2015,0,3,Active,4,13.57
6664,0,1,0,12/19/2015,1,1,Not Started,1,1.26
6665,0,0,0,10/16/2015,1,1,Not Started,0,0
6666,1,1,1,11/30/2015,1,2,In Progress,0,0
6667,0,1,0,12/2/2015,1,2,In Progress,3,7.21
6668,1,1,0,12/17/2015,1,1,Not Started,0,0
6669,1,0,1,10/12/2015,0,3,Active,4,98
6670,1,1,1,12/18/2015,1,4,-,1,2
6671,1,1,1,11/22/2015,1,3,Active,3,1029
6672,1,0,1,10/16/2015,0,1,Not Started,2,2.83
6673,1,0,0,11/3/2015,0,2,In Progress,0,0
6674,1,1,1,12/31/2015,1,4,-,0,0
6675,0,1,0,12/31/2015,0,3,Active,4,2500
6676,0,1,1,10/19/2015,1,4,-,3,25.46
6677,1,1,1,12/10/2015,0,1,Not Started,4,13.57
6678,1,1,0,10/14/2015,0,4,-,0,0
6679,0,0,0,10/4/2015,0,4,-,0,0
6680,1,0,0,11/26/2015,1,1,Not Started,3,375
6681,1,1,1,11/14/2015,1,1,Not Started,3,4.9
6682,1,0,0,11/1/2015,1,2,In Progress,1,1.59
6683,0,1,1,12/14/2015,1,3,Active,3,5.77
6684,1,0,0,12/12/2015,0,1,Not Started,4,6.87
6685,1,0,0,12/28/2015,0,3,Active,3,4.33
6686,0,0,0,10/24/2015,0,4,-,4,1024
6687,1,1,1,11/21/2015,1,2,In Progress,2,18
6688,0,0,1,10/20/2015,0,1,Not Started,4,2500
6689,1,1,0,10/30/2015,0,4,-,0,0
6690,1,1,0,10/11/2015,0,3,Active,2,3.68
6691,1,1,0,12/3/2015,0,2,In Progress,2,5.66
6692,1,1,0,10/26/2015,1,1,Not Started,3,25.46
6693,0,0,0,11/29/2015,0,2,In Progress,2,18
6694,0,0,0,10/29/2015,0,1,Not Started,2,98
6695,0,0,0,11/8/2015,0,3,Active,1,2.65
